id,text,label_text
6169,is the temperature going to be above fifty tomorrow,weather
6170,start roomba,iot_cleaning
6171,what is the day on twenty third march,datetime
6172,The patent on Malarone expired in 2013 so it is no longer expensive. Malarone is not effective in all types of malaria so cannot be effectively used everywhere. (It only takes 30 seconds of googling to confirm your claims - you should really do that before spreading misinformation.),not toxic
6173,remember that i do not like this music,music_dislikeness
6174,How do you calculate exchange rates?,exchange_rate
6175,please decrease the volume of this song,audio_volume_up
6176,what's up,general
6177,Where can I pay with my card?,card_acceptance
6178,"Agree with a lot of this list except:

Forget cast-iron for a start-up kitchen.  Move into this later if you get the urge.  Too fussy, high maintenance and un-necessary for anything a college student is going to cook.  A good non-stick is far more useful.
Paring knives?  Meh... you could get these I guess if you have drawer space to fill up.
Get a good quality offset serrated knife for bread, citrus and tomatoes etc...  
A quality box-grater is arguably more useful than a microplane and easier to handle. 
The best tip in the article and the one that you will benefit the most from is a quality pair of kitchen shears.   
Splurge and get the most functional peeler you can find.  Even a ""luxury"" one is still not going to be that expensive.  Shears and peeler - probably the two most useful things on this list.",not toxic
6179,connect to lights,iot_hue_lightup
6180,south it going to be hot tomorrow,weather
6181,what's the weather doing in grand rapids mi now,weather_query
6182,is it cold weather there,weather
6183,How's she going to cope with a PERA fix? She authored Amendment 23. A complete mess that still hangs around our state budget's neck each year. I have zero confidence in Kennedy's competence to be Governor.,not toxic
6184,"Yes, Kaleo, mindfulness practice, movement-based therapies and progressive increase in activity level over MANY weeks is often necessary before safe and sustainable return to full-functioning following significant injury. Pain is best controlled when tissues are maximally healed. Until then, we need an intact (undisturbed) pain response to guide our activity and sense our tissue limits in real time. Over-riding this with quick-fix narcotics is a prescription for delayed healing. This impatient, short-cut approach often costs health plans and employers far more in the long run due to poorly healed tissues, scarring, increased reliance on expensive health care (Dr. visits, meds, injections, tests, surgeries) lower job performance, intermittent mental clouding, irritable and depressed mood, chronic pain, and addiction. It is a sad reflection on the U.S. medical community that this has become our standard of care and contributed to misery, mortality and exploding health costs. Very Sad.",not toxic
6185,newest world news,news_query
6186,"If I see a payment in the app that I don't recognize, what should I do?",card_payment_not_recognised
6187,"Yet Donald J. Trump remains President of the United States, will almost certainly remain President of the United States until January 2021, and perhaps even January, 2025.

And if Neil Gorsuch, tens of federal judgeships, and a massive rollback of federal regulations is ""flame-out"", then by all means let the Republicans keep flaming out.  In fact, here's hoping that we flame-out more by Trump appointing another Supreme Court justice or two.  You know, because it's a stillborn administration.",not toxic
6188,"First World Problems!

Totally useless article.",toxic
6189,I am afraid to give you all my identify details.,why_verify_identity
6190,play the music of justin bieber,play
6191,"Actually, the law is very specific.  Only dogs can be service animals.  The rest are classified as ""comfort"" animals, and businesses, airlines, etc. are not required by the law to accomodate them.  The may choose to like the airlines, but it is not required.  This is a pet peeve of mine.  These cheaters are making it more difficult for those who are in real need.  It's time to license them so there is no question.  Kinda like handicapped parking... I can't just say I have a disability, I have to apply for a handicapped permit and display it when using that parking.  Licensing would solve the problem for everybody... another simple solution that should have been enacted a long time ago IMO.  This situation would never have happened.",not toxic
6192,play jazz music,play_music
6193,olly which was that coldplay song i listened to yesterday evening can you play it again,music_query
6194,How do I modify my account details?,edit_personal_details
6195,where is my food,takeaway_query
6196,play soft instrumental songs,play_music
6197,make a contrast one,iot_hue_lightchange
6198,make the lights shine blue,iot_hue_lightchange
6199,what's the latest news from b. b. c.,news
6200,"Have great respect for Tom Reese but in this case he is lining up with all the never-Trumpers in predicting nothing but ruin in the years ahead. While Mr. Trump clearly lacks many of the attributes we would desire for a president, and exhibits defects that arouse embarrasment, he is far from the first leader to be widely castigated, especially by those who clearly didn't vote for him. The Catholic Church and its bishops should not be among those evaluating his performance according to the tired old categories of liberal, progressive, and conservative. I am among those who pray for his well being that through him God might manifest his power, might, and justice.",not toxic
6201,what alarms are on right now,alarm_query
6202,quiet mode four hours,audio_volume_mute
6203,LW2:  Make your own list and find a stamp to use to mail it to her.,not toxic
6204,play sleepyhead by passion pit,play
6205,make happy birthday the next song,play_music
6206,what is the weather for the next seven days,weather_query
6207,start the vacuum at nine am,iot_cleaning
6208,"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",top_up_reverted
6209,"I don't trust the Liberals.  They started with a lie (Less than a $10 billion deficit, Syrian refugees by the end of December 2015) and it continues.
Also notice that briefing have almost disappeared and there is no embedded journalist with our troops as there was under Harper.
Clearly, the Liberals are so arrogant they believe theirs is only valid opinion and we, the underclass, had better toe the line.",not toxic
6210,Why isn't my deposit showing up?,balance_not_updated_after_cheque_or_cash_deposit
6211,play music from playlist,play_music
6212,play all songs from blue genre,play
6213,tell me a joke about dogs,general_joke
6214,Where is the card I ordered 2 weeks ago?,card_arrival
6215,play some calming music for me,play
6216,weather in bristol v. t.,weather
6217,send me updates on the standing rock protest,news
6218,I want to add funds to my account. What payment methods are accepted?,supported_cards_and_currencies
6219,I would like to change currency,exchange_via_app
6220,"However painful that might be?

Like Trump says?  What do you have to lose?

…if we fight fascism, we 'might' lose to fascism, …if we don't fight, we've already lost to fascism",not toxic
6221,Lisa's daddy was even going to spend more Billions extending the RR out to Delta Junction just to resupply the anti-missile missile project. Completely not needed of course but it was a good excuse for Frank the Bank to spend more of the states dwindling bank account anyway.,not toxic
6222,it looks sunny and clear today is that true,weather
6223,is it supposed to rain tomorrow,weather
6224,light is too much,iot
6225,how weather info,weather
6226,"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal
6227,I too always spoke highly of whomever was signing my paycheck.,not toxic
6228,tell me the time in jakarta,datetime
6229,Why is my cash still pending that I put in ATM?,pending_cash_withdrawal
6230,turn the lights up,iot
6231,can you save this what a nice song for me,music
6232,today's date,datetime
6233,which day is march twenty,datetime
6234,"Exiled -- Isn't that exactly what UNIONS do?  ===
Those nonunion workers today who are paid decently benefit from the stands taken and battles fought by their grandparents/great-granparents against lethal, life-shortening working conditions, and for  living wages. Workers joined together and fought for  worker rights - frequently against corporation-controlled government, starving ""scabs"", police, judges, well-paid corporate lawyers, and hired corporation ""muscle"" .. They created the blue collar middle class that many anti-union posters here belong to, and that we have heard so much lamenting about.",not toxic
6235,silence,audio_volume_mute
6236,what's the current time in new york,datetime
6237,what's new on textile design,news
6238,what's the forecast for this week,weather
6239,please play some lady gaga,play
6240,how is weather on such and such day,weather
6241,call the nearest pizza place that offers buffalo pizza,takeaway_order
6242,adjust sound,audio
6243,hello what are you up to,general
6244,i want to listen to classical music,play
6245,what time does the sun set,datetime_query
6246,"""Right to Work"" is a Trade Union issue vs a Trade issue. It shouldn't even be discussed. 

The focus needs to be on leveling the playing field with fair wages, safe working conditions, and environmental protections. That is what benefits Canada.

Quit mollycoddling the self-absorbed special interest groups and start negotiating for a strong base that everyone (workers and businesses)  can build from and prosper.",not toxic
6247,what's my next scheduled alarm,alarm
6248,"I received my card, how do I get it to show in the app?",card_linking
6249,can you find the newest song from mgk,play
6250,will there be any seventy degree days next week,weather
6251,I would like to alter my personal details.,edit_personal_details
6252,i like top forty music,music
6253,what is the most money i can top up?,top_up_limits
6254,what year was this song recorded,music_query
6255,"I bought something in another currency, but the exchange rate was incorrect.",card_payment_wrong_exchange_rate
6256,what will the weather be on friday,weather
6257,ok google what is the weather going to be like on march twentieth two thousand and seventeen,weather_query
6258,tell me the news,news_query
6259,what time is it in california,datetime_query
6260,get me the news from uc web,news_query
6261,call domino's pizza,takeaway
6262,alexa play my most recent playlist,play
6263,where is my money from this morning,balance_not_updated_after_cheque_or_cash_deposit
6264,"Your example indicts the point which you believe yourself to be making. That is fitting, as anti-sexism has become as weaponized as anti-racism has. The basic problem is that moralism does not address the material bases of exploitation. For example, women enjoy 'pornography' too and many make their livelihoods by acting in it. Also, the effect of men having access to porn quite likely has a cumulative beneficial effect for society.",not toxic
6265,new york time please,datetime
6266,turn off bedroom lights in ten seconds,iot
6267,When will I receive my card?,card_delivery_estimate
6268,"It would seem that all 3 packers would have been charged with possession of illegally taken game. I wonder why not. Maybe they had a better lawyer, better plea deal or cooperated better. But other charges would have been available as well. Surely they transported illegally taken game.  They failed to immediately report illegally taken game. Plus they illegally guided by not having a current license in hand. That charge alone has a maximum penalty of a $10,000 fine and a year in jail.  Get caught twice and the fine is $30,000 and a year in jail and you are convicted as a felon. The other violations that may have occurred include the hunters (clients) illegally hunting, taking, possessing and transporting illegally taken game. If they transported it out of State they face Federal charges.  The really bad part is, from what I read here, these were intentional acts and not mistakes or accidents.",not toxic
6269,lower the lights in the living room,iot_hue_lightdim
6270,Why was I charged for payments? You didn't warn me about additional fees.,card_payment_fee_charged
6271,What about how NATO meddled in the Ukrainian elections?,not toxic
6272,"Ahhh, whaddu know? You probably don't even drive drunk or carry a pistol under your car seat or nuttin... Only kidding!!! Way too many comments which say your original comment was off from my perspective. Lots of police loathing. Guess I'm just lucky no cop has every hassled me. And I'm pretty scruffy....",not toxic
6273,what time is it in new york city right now,datetime
6274,i need to get up at seven am,alarm
6275,set the music volume to ninety,audio
6276,Fake Christians support people like Moore.,toxic
6277,play pop songs,play_music
6278,The zoo is just doing what it can to help cure stupid.  I suppose this kid thought he was being cute.,toxic
6279,will the restaurant deliver the order,takeaway
6280,choose a brighter color for reading,iot
6281,which song is this,music
6282,Left wing idiot...,toxic
6283,What do I do to exchange currency?,exchange_via_app
6284,please repeat the last song,music
6285,Cato Institute is a Koch Bros. funded propaganda arm.,not toxic
6286,I_thought_you_were_not_referring_to_religion?,not toxic
6287,How much do I need to pay for a transfer?,top_up_by_bank_transfer_charge
6288,how long is this song,music_query
6289,Can you tell me the cost of a transfer?,top_up_by_bank_transfer_charge
6290,"Muck - The Democratic Party had an excellent chance to modify our immigration laws in 2009 and 2010 when they had a filibuster-proof majority in the US Senate, a strong majority in the US House and President Obama in the White House.  Their inaction on immigration back then makes it easy to believe they like the screwed-up system we have today.",not toxic
6291,"I agree with what you are saying.  I know that this aquarium ban is also based upon bad/no science and is being driven by mis-guided emotion.  I wish everyone in support of this ban would watch the film ""Chasing Coral"".  The film is a muiti-year study conducted by real scientists and includes Hawaii.  The real problem is temperature change causing a mass bleaching of coral on a global scale which directly impact all fish populations.  In the mean time we waste resources on a silly ban that will have no impact while the coral continues to die.",not toxic
6292,The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
6293,what alarms are set in the morning,alarm_query
6294,could you speak a little more softly,audio_volume_up
6295,What caused my top up to be reverted?,top_up_reverted
6296,weather news,weather_query
6297,change alarm to start at midnight,alarm_set
6298,Im excited for little brother. Id like to see the Buffs play them there someday. Fort Collins is a cool town.,not toxic
6299,hi how are you,general
6300,the song touches my heart,music_likeness
6301,shut the lights off in my bedroom please,iot_hue_lightoff
6302,what's going on outside,weather_query
6303,is there a way to check if there is any new news stories to read,news
6304,switch on the vacuum cleaner,iot_cleaning
6305,How long will a transaction to a friend take?,transfer_not_received_by_recipient
6306,"Instead of GBP, how do I exchange for AUD?",exchange_via_app
6307,"Young Kimmy is giving us the middle finger.  What will Trumpy do now?  Sad, but I think we're heading into a major, major (Trump's words) conflict.  On the bright side,  the world is overpopulated now and this may be the way of solving the problem.",not toxic
6308,you're too loud,audio_volume_down
6309,where is an olive garden that does takeaway,takeaway
6310,Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge
6311,How old do you need to be to use the banks services?,age_limit
6312,I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient
6313,switch all lights off except living area,iot
6314,give me international news,news_query
6315,turn off the lights in this room please,iot
6316,how many hours difference is hong kong from new york city,datetime
6317,how many alarms are set,alarm
6318,i'm hungry show me some takeaway food,takeaway
6319,call pizza hut and order a large pan pizza with ham and mushrooms,takeaway
6320,play a song,play_music
6321,"I heard you have an auto-top up option, where do I find that?",automatic_top_up
6322,current status of take out order,takeaway_query
6323,brighten the lights in living room,iot
6324,"Life is politics.  Sometimes aberrations rise to the top in the political realities we exit within.  There have been many, and Trump may be or become the most aberrant.  
But, life is still politics.  This healthcare thing is a powerful lesson in that.  
Trump took a political ""certainty"" (repeal of Obamacare by a GOP that controlled both houses of Congress and the WH) and politically undermined it.  
It started back in 2016, when he turned repeal into an unthinking imperative.  That was a mistake born of ignorance.  He did not understand healthcare complexities.  He (and the GOP) should have heralded a more deliberate approach instead of an ""immediate"" ""first act on first day of my Presidency"" approach.
Along the way, he cemented the failure.  He attacked so many, it is surprising 49 GOP Senators actually voted ""Yes"" last night.  Ultimately, his misogyny and politics of personal insult lost him Collins, Murkowski and finally McCain.
It will get worse
We shouldn't elect aberrations.",not toxic
6325,change color of lights,iot
6326,"So this is the 3rd or 4th year in a row that Colorado rescues the most kids from sex predators in the country !!!! Why is this such a problem in Colorado? We need to get back to the tough on crime policies instead of releasing these dangerous predators back to the streets. 
Who is caring for the victim children? 
Who is paying for the care? Surely if there is one kind of criminal that should be kept in jail - these are the guys. 
What is the long-term prognosis for these victims to recover? 
Why is the governor not doing anything to acknowledge the problem or the solution? He has been downright reckless on public safety issues. 
How much money does the state spend to fund child prostitution enforcement?",not toxic
6327,when is my takeaway going to get here,takeaway_query
6328,"So, what Mr. NetaYahoo can do to revenge the US? Ridiculous! Bite the hand that feeds them, or one better, give back the many $billions of “gifts”?",not toxic
6329,what are today's headlines,news_query
6330,show me boston's current time,datetime_query
6331,is it a yes or a no that tomorrows temperature will be hot,weather
6332,give me the time,datetime
6333,send me a wake up alert at seven am tomorrow morning,alarm
6334,turn the living room lights to one percent,iot_hue_lightchange
6335,turn on robot vacuum cleaner,iot_cleaning
6336,i need to hear sound on my speakers,audio
6337,let me know the alarm time,alarm
6338,place an order for two pizzas from dominoes,takeaway_order
6339,"Why is Ramatlhodi speaking now?Well, there are many Ministers and public officials witnessing improper actions by their Ministers and other superiors. If they supplier information to the media or police they could be charged for supplying information to external parties without using internal channels first. If the use internal channels, the matter is suppressed and they are harassed until they are forced to resign. It is only wen people are out of the system tht the are free to talk. Unfortunately a that point they do not have the evidence because the do not have access to documents that would back up their story. In this instance it is easy to believe Ramatlhodi because of Brian's closeness with the Guptas and Ngubane's track record of lies and denials. Just wait for the day when Kholoane starts confessing that he was instructed to instruct certain people to let the Gupta plane land at th Waterkloof Airforce Base......",not toxic
6340,do i need a light or heavy jacket today,weather
6341,This comment is bizarrely idiotic.,toxic
6342,please repeat the last sentence from that book,play
6343,do i need a jacket this afternoon,weather
6344,I only got some of the cash I requested from the ATM,wrong_amount_of_cash_received
6345,"Nothing about Susan Rice being the person that Unmasked the Trump Campaign, WaPoDN? Scared to publish the truth?",not toxic
6346,show todays news about migration,news
6347,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking
6348,"You can justify this if you are a fat white overweight bigot, or it seems like it anyway from the looks of these two, lol",toxic
6349,What do I do if I can't prove my identity?,unable_to_verify_identity
6350,How long does it take to receive my card?,card_delivery_estimate
6351,"Hmmmm, a problem that politicians can't fix........ what is new about that??",not toxic
6352,It's interesting that some villages can still do this but they get sent to Anchorage where we must accept them.,not toxic
6353,remove my work alarm,alarm_remove
6354,How long does a top-up take to go through?,pending_top_up
6355,"I got a new card, how do I link it?",card_linking
6356,"Hey, I can hold my head high. I didn't vote for this....person. He is all yours far right.",not toxic
6357,start up a bjork album for me,play
6358,Imagine the outrage if it was Christian families after Sunday service having their lives threatened.,not toxic
6359,play my jazz playlist,play
6360,Why is my identity verification process not working?,unable_to_verify_identity
6361,socket off,iot
6362,"""Those two principles will"" let you buy junk insurance again.
TIFTFY",not toxic
6363,make an alarm for four p. m.,alarm_set
6364,what is the weather going to be like this week,weather
6365,Are there any top-up limits involved?,top_up_limits
6366,"With two people on one bike, why not.
Also with two bike riders side by side.",not toxic
6367,brief me about today's football match,news_query
6368,"This continues to be bothersome for our RCMP offices and CSIS offices as well as to the reader.  CSIS began in 1984--- so while the rest of the work places in Canada were participating in  inclusive workshops at that time or how to handle harassment in the workplace issues, what were these offices doing?? That was thirty three years ago. One would have assumed that inclusion was a given. There are two sides to every story and then there is the truth.",not toxic
6369,Is there any way to cancel my transfer,cancel_transfer
6370,siri skip two songs,music
6371,check on the delivery of my current order,takeaway
6372,get a cup of coffee ready now,iot
6373,olly dim the lights in the hall,iot
6374,play my most played playlist,play_music
6375,"If it's the city, it will be ""on time and within budget"".  You have the mayor's word on it.",not toxic
6376,is summer going on,weather
6377,tell me about the most recent road construction on route seventy,news_query
6378,status of take away,takeaway_query
6379,I want to take back my transaction,cancel_transfer
6380,"new customer and filling gas for the first time today, not working,",pending_top_up
6381,sunday,weather
6382,"This is different this time.
They know better than to pull that one.

There would be revolution.",not toxic
6383,alexa turn off the lamp in the living room,iot
6384,"California has a population of just below 40 million, and has 55 electoral votes. Wyoming has a population of between 500 and 600 thousand, and three electoral votes. Simple arithmetic will tell you that Wyoming has far more clout per voter than California does.",not toxic
6385,weather for the next week in new york,weather_query
6386,I received the wrong amount of cash.,wrong_amount_of_cash_received
6387,call and order pizza for delivery,takeaway
6388,start the radio now on low volume,audio
6389,"War is hell. Let russia and syria finish off the terrorists with the fewest civilian casualties possible. Prolonging the inevitable will merely significantly increase the destruction and harm to innocent civilians. But the al-queda, isis and other fundamentalist terrorists in Allepo and other parts of Syria must be beaten for world peace and stability. Assad is by far the lesser of two evils. Syria was a secular modern society under the baathists.",not toxic
6390,how much longer until my pizza will be here,takeaway
6391,shuffle this playlist,music
6392,Help! I need to cancel a transaction.,cancel_transfer
6393,what is the weather like this week,weather_query
6394,"Love how Kenney's quote to the voter in the last few paragraphs completely undermines what he says in the rest of the piece.  I didn't realize ""populism"" meant telling people whatever they want to hear.",not toxic
6395,Huh? I can't stand Trump. Just like I can't stand UA using state funds to take money from K-12.,not toxic
6396,latest news from jersey,news
6397,POP QUIZZ: How many WW employees does it take to find Virginia and West Virginia on a US map?,not toxic
6398,"Actually I think Rosenlee does represent many DOE teachers who feel these two candidates are inexperienced outsiders with little to no teaching experience who have no clue on leading the DOE.  Like MC Greenwood chosen by Kirk Caldwell's wife Donna Tanoue and ex HGEA boss Russell Okata to be president of UH, get the feeling these two 'pledge loyalty' to the BOE and will be no more than an extension to the BOE's will.  Like MRC, nothing more than a figurehead and will NOT be beholden to HSTA.  Another concern is Rosenlee himself.  He has gained a whole lot of weight since getting elected head of HSTA.  Does he have a health problem?",not toxic
6399,change the time in this location to ist,datetime
6400,20 years in the gulag. Make her work in the sawmill.,not toxic
6401,I don't understand why we don't have a private vendor in PA for  license tab renewals and some other basic county license services. I have driven to Silverdale to transfer title on Saturday at their contract office and it was busy. The employees work hard at the county office but county services are the only business that doesn't serve their customers on convenient hours or Saturday. Do union rules get in the way of a schedule that would serve the public?,not toxic
6402,today's news,news_query
6403,remove my four am alarm,alarm_remove
6404,play first song on next album,play
6405,What kinds of cards can I use to top up?,supported_cards_and_currencies
6406,"Why, because we don't have enough unemployable permanent welfare recipients yet?",not toxic
6407,"You'll never get rid of the Republicans, the majority of Alaskans don't like Democrats or they're policies of taking from the working and giving to the non-working and non-productive. I'm sorry but that's the truth, why do you think they get elected time after time? Don't kill the messenger!",not toxic
6408,will i need sunblock this afternoon,weather_query
6409,change song,music_settings
6410,"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",balance_not_updated_after_cheque_or_cash_deposit
6411,"""......meeting in secret to try to strike a compromise that will help reduce the state’s $4 billion budget deficit.....""  
So, secret meetings is how this bunch continues to conduct the public`s fiscal spending business??   
I say enough is enough.
  I wonder if any lobbyists are or have been in communication with leadership ""during or in between"" these secret meetings?    I would think an inquiring reporter might want to know the answer to that.
   Do the Alaskan people have lobbyists there taking part?..  I darn sure hope so!   We elected some folks and paying them a good salary because that`s what they said they were going to do; protect Alaska`s best interests before industry`s secretive and unvetted claims of harm.  
 We`re waiting for the product gentlemen, and the DEBATE on the floor over amendments!",not toxic
6412,You are assuming that Trump falls into the categories required to file Form 5471. And that those certain foreign financial assets for Form 8938 are held by Trump personally rather than by his companies.,not toxic
6413,"u mean, like it did under reagan and W?
ROFL.
reagan gave a major tax cut that was KILLING the economy and raising deficit like never before. So, he rolled back the cuts on the MIDDLE class, and then kept the deficit, with money flowing to the military. IOW, he did nothing useful.

Then we have W. The GOP caused great recession.


Not trickle down. 
it is tinkle down.",not toxic
6414,what is the time difference between central and eastern,datetime
6415,dim the lighting in my living room,iot_hue_lightdim
6416,are there any alarms set what are they,alarm
6417,"Very short sighted by the Arts Council, who were all appointed by Obama. Trump will now appoint his own cronies and we can look forward to Trump approved arts. The Apprentice will replace Masterpiece Theater on PBS and works like Dogs Playing Poker will grace the halls of New York Museum of Modern Art.

These people will shake their collective heads in a few months with a forehead slap. muttering, ""what have we done?""",not toxic
6418,what am i listening to,music_query
6419,Won't be voting for Cadwell,not toxic
6420,Same old denial from Joe.,not toxic
6421,Where do I go to cancel a transaction?,cancel_transfer
6422,Can I change from AUD to GBP?,exchange_via_app
6423,play a jazz music,play
6424,sierra club sold their soul to the devil with the bright shirt,not toxic
6425,what is the weekly weather report,weather
6426,"""Please research the job of a PM. It's not tweeting.""
Funny.. seems to be a big part of a president's job!",not toxic
6427,Why was I charged extra using my card?,card_payment_fee_charged
6428,do you think it would rain today,weather
6429,ATM only gave me $20 instead of $100,wrong_amount_of_cash_received
6430,should i watch this movie,recommendation
6431,set alarm for sixth of june two thousand seventeen at five am,alarm_set
6432,Do you think you're asking for too much information about me?,why_verify_identity
6433,i need to turn on the plug in my office for my computer,iot
6434,how is the weather outside,weather
6435,play i am a survivor by destiny's child,play_music
6436,could you please give me a summary of the latest news headlines,news
6437,"So just another waste of taxpayer money.
Regardless of the answers, the Liberals will give us their interpretation of the findings.",not toxic
6438,"This is the start of the end of ICE cars. As it is, MS/MX now outsell their direct competitors. M3 is very likely going to kill off all luxury ICE vehicles. 

The other ones to die will be the H2 fuel cell vehicles. It will be obvious to all except the most ardent, that H2 does not stand a chance. 

https://www.afdc.energy.gov/fuels/hydrogen_locations.html

vs Electric
https://www.afdc.energy.gov/fuels/electricity_locations.html
https://supercharge.info/",not toxic
6439,My physical card is not working,card_not_working
6440,"If I were to do a transfer, what is the rate for that?",top_up_by_bank_transfer_charge
6441,i want to hear current dance hits,play
6442,please turn down the lights to fifty percent in the den,iot
6443,"The photo is of AE and Noonan in the Marshall Islands, not the N Marianas! In the photo is also a Japanese destroyer in the background. They were purportedly taken to Saipan later, where she supposedly died and was buried.",not toxic
6444,"You forgot the $30 billion deficit and troops on the ground replacing fighter jets. The 25,000 refugees?? How are they managing? Terrible.",not toxic
6445,"Also, for xtians that want to retreat into child-like fantasies about their god coming to end the world and save them, etc., I have a suggestion - get out of the way of those looking to provide real leadership for the future. 


Stop voting for fools or even just stop voting altogether. According to your eschatology, it won't matter anyway. So maybe butt out of worldly affairs, and let the adults run things here? You guys can spin yarns about the rapture and other fairy tales to your heart's delight.",toxic
6446,I'm having difficulties changing AUD for GBP. How do I do this?,exchange_via_app
6447,please dim the lights in the bedrooms,iot_hue_lightdim
6448,dim the lights a bit,iot
6449,increase the brightness of lights bedroom,iot
6450,what is todays date,datetime
6451,gather all my songs from madonna,play
6452,"He was FIFTEEN feet away while simply carrying what THEY thought was a stick, and for that the officer felt such FEAR he decided lethal force was necessary?  And they wonder why people fear and despise themselves?  Unfortunately it's a cinch this will be his claim in court, and of course this murderous cop will walk free.",not toxic
6453,confirm to buy laptop,general
6454,any breaking news,news_query
6455,"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient
6456,What are the age requirements for service?,age_limit
6457,play my favorite music,play
6458,how much does general tsos chicken cost at peking garden,takeaway
6459,"He is doing a good job posing for all those photo ops and schmoozing -- pumping up the Liberal brand, but he is not running the county by any means.  Unfortunately, we do not know who is.",not toxic
6460,can you turn my bedroom lights off,iot
6461,"The core of the subject is whether less than a 50-50 gender representation is indicative of prejudice and discrimination, and this newspaper column based on Dr. Soh's expertise in the subject addresses that directly, in necessarily summary fashion.

Why are you dismissing her professional expertise? Maybe she should be claiming prejudice and discrimination from you?",not toxic
6462,"True - white privilege is a myth, but American privilege is not. However, feel free to use ""White Privilege"" as an excuse for your poor life choices.",toxic
6463,i need to mute the speaker,audio_volume_mute
6464,play hotel california after this song,play_music
6465,"Yes, airlines are overbooking because...Trump.",not toxic
6466,get yourself muted,audio
6467,"Resist, I was wondering if you were a Hater, But a Racist too ? If you look in the mirror, you just described the Liberal Socialist and fake new's junkies,  including yourself. Insulting your neighbors won't win this conversation. As for Elise Patkotak , more of the same.",not toxic
6468,The Militia Acts originally passed by Congress in 1792 have been updated numerous times.  Most recently in 1956 and 1957.  I think Congress understood a standing Army by then.,not toxic
6469,But Britain elected the Labour Party..,not toxic
6470,when is halloween,datetime_query
6471,"This incident shows how Israel will compromise
but the Palestinians are extremely stubborn
never move an inch in peace talks
even though they are the losers of 3 wars they started in 1948, 1967, 1973
the losers want to dictate terms - since when?",not toxic
6472,"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",balance_not_updated_after_cheque_or_cash_deposit
6473,sunday,weather_query
6474,is today's date the ninth,datetime
6475,olly can you raise the lights for me please,iot_hue_lightup
6476,play new gaga playlist,play
6477,show me a forecast,weather_query
6478,How long will I have to wait for my new card?,card_delivery_estimate
6479,you need to give me different directions,transport_query
6480,play my playlist,play_music
6481,To receive money are there charges?,top_up_by_bank_transfer_charge
6482,I feel so bad for the working tax payers of Ontario about how they are being so badly mistreated by these green energy deep ecology buffoons.  They did vote for it though so they do deserve what they are getting.,not toxic
6483,"Great column Margaret !!  Keep going.
We need more M.Wente.",not toxic
6484,play hula hoop next,play_music
6485,i want to hear some rap please,play_music
6486,please pause yourself,audio_volume_mute
6487,play country music,play
6488,"There should no public housing in high cost cities

What there should be are ticket booths. 

'You want public housing? Here is a free ticket to Timmons, and a voucher for a public housing unit'",not toxic
6489,what day is the fifteenth,datetime_query
6490,alexa play music relating to the music i listened to this morning,play_music
6491,I can't verify identity through the app.,unable_to_verify_identity
6492,will it be cold enough for mittens later tonight,weather_query
6493,I'm using the app and I noticed a payment that I didn't make.,card_payment_not_recognised
6494,tomorrow is a sunny day right,weather_query
6495,do more light,iot
6496,it will be good if you yellowish the light,iot_hue_lightchange
6497,what's going on with trump,news
6498,What types of cards and money do you accept?,supported_cards_and_currencies
6499,you need to give me different directions,transport
6500,"Come January I'm dumping all my Canadian equities.  I'll take advantage of our current capital gains rules while we can.

Going to increase my US holdings, and the balance in cash.

Under our current administration.....Canada is done!",not toxic
6501,What would the age limit be?,age_limit
6502,"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card
6503,what is the current date in india,datetime_query
6504,increase the volume to max please,audio
6505,i want to listen to elton john in a live concert,play_music
6506,do i need a hat,weather
6507,please play my best music,play_music
6508,If the victim's family wants to know they should be told. If they don't want to know don't tell them.  Why does everything have to be so difficult...,not toxic
6509,You sent me a card and now I want to link it.,card_linking
6510,Are you in the middle class or are working hard to join it?,not toxic
6511,How would any of us know if emails had been doctored unless we had access to them and to an expert?,not toxic
6512,"Well, if there is an up note with this batch of money is that it is at least staying in Canada, instead of being given away , with no accountability to anywhere but here.",not toxic
6513,what's my next alarm,alarm
6514,i heard about a breaking news about our new provider please check the news and update me,news_query
6515,"So the US isn't REALLY free then, is it, if it is mandatory to ""respect the song and the skycloth""?

Land of the free my ass.",toxic
6516,Ever wonder if Dave & Jen are sitting next to each other in the same room posting on here?,not toxic
